TERM,PATHWAYS,INTERACTIONS
wbgene00219578,0,0
wbgene00219579,0,0
wbgene00219580,0,0
wbgene00219582,0,0
wbgene00219581,0,0
wbgene00219583,0,0
wbgene00219584,0,0
wbgene00219585,0,0
wbgene00219588,0,0
wbgene00219587,0,0
wbgene00219590,0,0
wbgene00219593,0,0
wbgene00219592,0,0
wbgene00219596,0,0
wbgene00219597,0,0
wbgene00219598,0,0
wbgene00219600,0,0
wbgene00219599,0,0
wbgene00219601,0,0
wbgene00219602,0,0
wbgene00219644,0,0
wbgene00219645,0,0
wbgene00219646,0,0
wbgene00219649,0,0
wbgene00219648,0,0
wbgene00219651,0,0
wbgene00219653,0,0
wbgene00219652,0,0
wbgene00219655,0,0
wbgene00219656,0,0
wbgene00219657,0,0
wbgene00219658,0,0
wbgene00219659,0,0
wbgene00219660,0,0
wbgene00219661,0,0
wbgene00219663,0,0
wbgene00219662,0,0
wbgene00219664,0,0
wbgene00219665,0,0
wbgene00219666,0,0
wbgene00219667,0,0
wbgene00219668,0,0
wbgene00219670,0,0
wbgene00219671,0,0
wbgene00219678,0,0
wbgene00219677,0,0
wbgene00219679,0,0
wbgene00219680,0,0
wbgene00219683,0,0
wbgene00219685,0,0
wbgene00219684,0,0
wbgene00219686,0,0
wbgene00219687,0,0
wbgene00219688,0,0
wbgene00219689,0,0
wbgene00219690,0,0
wbgene00219691,0,0
wbgene00219694,0,0
wbgene00219695,0,0
wbgene00219696,0,0
wbgene00219697,0,0
wbgene00219698,0,0
wbgene00219700,0,0
wbgene00219699,0,0
wbgene00219701,0,0
wbgene00219707,0,0
wbgene00219704,0,0
wbgene00219708,0,0
wbgene00219709,0,0
wbgene00219710,0,0
wbgene00219713,0,0
wbgene00219712,0,0
wbgene00219717,0,0
wbgene00219774,0,0
wbgene00219775,0,0
wbgene00219777,0,0
wbgene00219776,0,0
wbgene00219780,0,0
wbgene00219782,0,0
wbgene00219781,0,0
wbgene00219783,0,0
wbgene00219784,0,0
wbgene00219785,0,0
wbgene00219789,0,0
wbgene00219790,0,0
wbgene00219791,0,0
wbgene00219793,0,0
wbgene00219794,0,0
wbgene00219795,0,0
wbgene00219797,0,0
wbgene00219796,0,0
wbgene00219798,0,0
wbgene00219803,0,0
wbgene00219801,0,0
wbgene00219804,0,0
wbgene00219806,0,0
wbgene00219805,0,0
wbgene00219807,0,0
wbgene00219808,0,0
wbgene00219809,0,0
wbgene00219812,0,0
wbgene00219811,0,0
wbgene00219813,0,0
wbgene00219817,0,0
wbgene00219814,0,0
wbgene00219818,0,0
wbgene00219820,0,0
wbgene00219821,0,0
wbgene00219824,0,0
wbgene00219823,0,0
wbgene00219825,0,0
wbgene00219826,0,0
wbgene00219827,0,0
wbgene00219828,0,0
wbgene00219829,0,0
wbgene00219831,0,0
wbgene00219833,0,0
wbgene00219834,0,0
wbgene00219835,0,0
wbgene00219837,0,0
wbgene00219836,0,0
wbgene00219839,0,0
wbgene00219841,0,0
wbgene00219840,0,0
wbgene00219842,0,0
wbgene00219844,0,0
wbgene00219843,0,0
wbgene00219845,0,0
wbgene00219846,0,0
wbgene00219847,0,0
wbgene00219849,0,0
wbgene00219848,0,0
wbgene00219850,0,0
wbgene00219851,0,0
wbgene00219852,0,0
wbgene00219854,0,0
wbgene00219853,0,0
wbgene00219855,0,0
wbgene00219857,0,0
wbgene00219856,0,0
wbgene00219858,0,0
wbgene00219859,0,0
wbgene00219860,0,0
wbgene00219863,0,0
wbgene00219861,0,0
wbgene00219865,0,0
wbgene00219866,0,0
wbgene00219867,0,0
wbgene00219874,0,0
wbgene00219868,0,0
wbgene00219875,0,0
wbgene00219876,0,0
wbgene00219877,0,0
wbgene00219879,0,0
wbgene00219878,0,0
wbgene00219880,0,0
wbgene00219883,0,0
wbgene00219882,0,0
wbgene00219884,0,0
wbgene00219886,0,0
wbgene00219887,0,0
wbgene00219888,0,0
wbgene00219890,0,0
wbgene00219893,0,0
wbgene00219891,0,0
wbgene00219894,0,0
wbgene00219895,0,0
wbgene00219898,0,0
wbgene00219899,0,0
wbgene00219900,0,0
wbgene00219904,0,0
wbgene00219901,0,0
wbgene00219905,0,0
wbgene00219906,0,0
wbgene00219907,0,0
wbgene00219910,0,0
wbgene00219908,0,0
wbgene00219912,0,0
wbgene00219913,0,0
wbgene00219915,0,0
wbgene00219917,0,0
wbgene00219916,0,0
wbgene00219918,0,0
wbgene00219920,0,0
wbgene00219919,0,0
wbgene00219921,0,0
wbgene00219923,0,0
wbgene00219922,0,0
wbgene00219924,0,0
wbgene00219926,0,0
wbgene00219925,0,0
wbgene00219929,0,0
wbgene00219930,0,0
wbgene00219931,0,0
wbgene00219934,0,0
wbgene00219932,0,0
wbgene00219935,0,0
wbgene00219940,0,0
wbgene00219937,0,0
wbgene00219941,0,0
wbgene00219943,0,0
wbgene00219942,0,0
wbgene00219944,0,0
wbgene00219947,0,0
wbgene00219945,0,0
wbgene00219949,0,0
wbgene00219952,0,0
wbgene00219950,0,0
wbgene00219953,0,0
wbgene00219954,0,0
wbgene00219955,0,0
wbgene00219956,0,0
wbgene00219958,0,0
wbgene00219959,0,0
wbgene00219960,0,0
wbgene00219961,0,0
wbgene00219962,0,0
wbgene00219965,0,0
wbgene00219963,0,0
wbgene00219966,0,0
wbgene00219967,0,0
wbgene00219968,0,0
wbgene00219969,0,0
wbgene00219970,0,0
wbgene00219974,0,0
wbgene00219971,0,0
wbgene00219975,0,0
wbgene00219978,0,0
wbgene00219976,0,0
wbgene00219979,0,0
wbgene00219980,0,0
wbgene00219981,0,0
wbgene00219982,0,0
wbgene00219983,0,0
wbgene00219985,0,0
wbgene00219984,0,0
wbgene00219986,0,0
wbgene00219987,0,0
wbgene00219988,0,0
wbgene00219989,0,0
wbgene00219991,0,0
wbgene00219993,0,0
wbgene00219992,0,0
wbgene00219994,0,0
wbgene00219997,0,0
wbgene00219995,0,0
wbgene00219998,0,0
wbgene00220002,0,0
wbgene00220004,0,0
wbgene00220006,0,0
wbgene00220011,0,0
wbgene00220014,0,0
wbgene00220013,0,0
wbgene00220015,0,0
wbgene00220017,0,0
wbgene00220016,0,0
wbgene00220018,0,0
wbgene00220021,0,0
wbgene00220020,0,0
wbgene00220022,0,0
wbgene00220024,0,0
wbgene00220026,0,0
wbgene00220029,0,0
wbgene00220028,0,0
wbgene00220030,0,0
wbgene00220031,0,0
wbgene00220032,0,0
wbgene00220035,0,0
wbgene00220034,0,0
wbgene00220036,0,0
wbgene00220038,0,0
wbgene00220037,0,0
wbgene00220039,0,0
wbgene00220040,0,0
wbgene00220048,0,0
wbgene00220251,0,0
wbgene00220049,0,0
wbgene00220257,0,0
wbgene00220258,0,0
wbgene00235090,0,0
wbgene00235094,0,0
wbgene00235095,0,0
wbgene00235115,0,0
wbgene00235116,0,0
wbgene00235119,0,0
wbgene00235118,0,0
wbgene00235121,0,0
wbgene00235134,0,0
wbgene00235128,0,0
wbgene00235159,0,0
wbgene00235161,0,0
wbgene00235164,0,0
wbgene00235181,0,0
wbgene00235180,0,0
wbgene00235183,0,0
wbgene00235190,0,0
wbgene00235188,0,0
wbgene00235250,0,0
wbgene00235251,0,0
wbgene00235254,0,0
wbgene00235269,0,0
wbgene00235264,0,0
wbgene00235271,0,0
wbgene00235276,0,0
wbgene00235280,0,0
wbgene00235282,0,0
wbgene00235286,0,0
wbgene00235291,0,0
wbgene00235292,0,0
wbgene00235295,0,0
wbgene00235293,0,0
wbgene00235296,0,0
wbgene00235297,0,0
wbgene00235301,0,0
wbgene00235302,0,0
wbgene00235307,0,0
wbgene00235308,0,0
wbgene00235309,0,0
wbgene00235316,0,0
wbgene00235312,0,0
wbgene00235317,0,0
wbgene00235319,0,0
wbgene00235318,0,0
wbgene00235322,0,0
wbgene00235325,0,0
wbgene00235326,0,0
wbgene00235330,0,0
wbgene00235333,0,0
wbgene00235334,0,0
wbgene00235335,0,0
wbgene00235336,0,0
wbgene00235338,0,0
wbgene00235339,0,0
wbgene00235340,0,0
wbgene00235351,0,0
wbgene00235358,0,0
wbgene00235359,0,0
wbgene00235361,0,0
wbgene00235369,0,0
wbgene00235370,0,0
wbgene00235377,0,0
wbgene00235371,0,0
wbgene00235378,0,0
wbgene00235380,0,0
wbgene00235386,0,0
wbgene00235390,0,0
wbgene00235389,0,0
wbgene00236798,0,0
wbgene00236799,0,0
wbgene00236800,0,0
wbgene00236807,0,0
wbgene00236806,0,0
wbgene00236808,0,0
wbgene00249812,0,0
wbgene00249813,0,0
wbgene00249816,0,0
wbgene00249825,0,0
wbgene00255435,0,0
wbgene00255375,0,0
wbgene00255469,0,0
wbgene00255545,0,0
wbgene00255546,0,0
wbgene00255600,0,0
wbgene00255607,0,0
wbgene00255702,0,0
wbgene00255704,0,0
wbgene00255736,0,0
wbgene00255714,0,0
wbgene00268196,0,0
wbgene00268199,0,0
wbgene00268198,0,0
WBP11:ctnnbl1,0,0
wbp11_human and cnttbl,0,0
WBP11P1,0,0
WBP1LP1,0,0
WBP1LP2,0,0
WBP1LP3,0,0
WBP1LP4,0,0
WBP1LP5,0,0
WBP1LP6,0,0
WBP1LP7,0,0
wcc1,0,0
wdn,0,0
wdr413,0,0
WDR52,0,0
wdr62_human,0,0
WDR65,0,0
WDR83OS,0,9
WDR93,0,0
WDR96,0,0
WDR95P,0,0
wdyf4,0,0
WegQ,0,0
Went/Ca,0,0
WFDC10B,0,2
WFDC10A,0,3
WFDC11,0,1
WFDC13,0,1
"WFIKKN2,",0,24
WHAMMP2,0,0
wheelbarrow,0,0
whi2,0,0
WHIB4,0,0
Whirlin,0,0
white ad,89,0
white adoptppar,89,0
WI2-1896O14.1,0,0
WI2-2221J1.1,0,0
WI2-2334D6.1,0,0
WI2-3308P17.2,0,0
WI2-2994D6.1,0,0
WI2-3658N16.1,0,0
WI2-89031B12.1,0,0
WI2-89927D4.1,0,0
wikidata,0,0
WI4X0X7BPJ,0,0
wikivia,0,0
wipf1a,0,0
wilms,7,0
wipf1b,0,0
witch,0,0
wisp-1,0,0
withania,0,0
withanolide,0,0
Withania somnifera,0,0
wizard,0,0
wmt,0,0
WKRY,0,0
wnt and tgf? signaling pathways,69,0
wnt/bcat,0,0
Wnt/?beta-catenin,28,0
wnt/beta-cateninsignaling,0,0
wnt2a,0,0
wnt3,35,25
wnt7bb,0,0
wnt3a,49,51
wntt,0,0
wolbachia,0,0
wntw,0,0
WONG_MITOCHONDRIA_GENE_MODULE,0,0
wou,0,0
WP2714,0,0
WP4018,0,0
WP3967,0,0
wpun,0,0
wpund,0,0
WP_000534902.1,0,0
WP_001058583.1,0,0
WP_002628933.1,0,0
WP_006731234,0,0
WP_005936612.1,0,0
WP_049360089.1,0,0
WP_060458645.1,0,0
WP_071525951,0,0
WRBP1,0,0
wrky29,0,0
wrky45,0,0
WRNHomo sapiensReactionPathwaytrue,0,0
wrn_human,13,0
wrs,0,0
wsc4,0,0
WSCD1,0,1
wsp,0,0
wsf1,0,0
wss1,0,0
wsv222,0,0
wsv,0,0
wt1a,0,0
wt1b,0,0
WTAPP1,0,0
WTN bcatenin,0,0
Wtf4,0,0
ww 52) (q8,0,0
WWC2,0,16
WWC3,0,17
wwtr1:ankrd1,0,0
WWP1P1,0,0
wwtr1:ctgf,0,0
wwtr1:ehmt2,0,0
wwtr1:mef2,0,0
wwtr1:srf,0,0
wwtr1:myocd,0,0
www.iranamlaak.ir,0,0
www.pathway.cl/math/607,0,0
wwwp2,0,0
wz8040,0,0
Wzx,0,0
x2jau0,0,0
X-11441,0,0
x2jau0 q9xz61 q9v3a7 a0a0b4k7z5 q95sh7 q8ir21,0,0
X6R390,0,43
X5D8S6,0,34
X6R6T9,0,16
X6R8A1,0,29
X6RAL5,0,25
X90314,0,0
X6REH9,0,24
XAGE2B,0,0
xantan,0,0
XAGE5,0,0
xantane,0,0
Xanthosine_Diazepam,0,0
xanthan,0,0
xanthurenate,0,0
xb130,0,0
xantine,0,0
xbp1u,0,0
XGPY,0,0
xilose,0,0
xingnaojing,0,0
XKR4,0,3
XKRYP1,0,0
XKR8,0,5
XKRYP2,0,0
XKRYP4,0,0
XKRYP3,0,0
XKRYP5,0,0
XKRYP6,0,0
XLOC_025399 XLOC_009248 XLOC_000581 XLOC_001741 XLOC_032203 XLOC_012929 XLOC_007840 XLOC_011284 XLOC_013935 XLOC_024390 XLOC_025953 XLOC_008961 XLOC_032511 XLOC_011658 XLOC_015265 XLOC_007239 XLOC_010,0,0
XLOC_173691,0,0
Xlr3a,0,0
xlr4,0,0
Xlr4a,0,0
xls,0,0
xlr9,0,0
xml,0,0
XM_010320114,0,0
XM_009304016.3,0,0
XM_011545027.1,0,24
XNPEP2,0,0
xnhit3,0,0
Xnxx,0,0
xop,0,0
xop4,0,0
XOT,0,0
XP32,0,0
XPEPEN2,0,0
xpb-1,0,0
XPOTP1,0,0
xpr-1,0,0
xp_005021763.1 xp_012961445.1 xp_021132610.1 xp_012961074.1 xp_012961075.1 xp_012961076.1 np_001297333.1 xp_005012218.3 xp_012948121.1 xp_005012231.1 xp_005010321.1 xp_005012209.2 xp_005012222.1 xp_005028320.1 xp_005012225.1 xp_021122967.1 xp_005024802.1 xp_012961747.1 xp_005017181.1 xp_005020888.1 xp_005017285.2 xp_021128050.1 xp_021130679.1 xp_021130680.1 xp_005025022.1 np_001297323.1 xp_012954088.1 xp_012955703.1,0,0
xp_005263962,0,0
XP_005158264,0,0
XP_005614963,0,0
XP_013285402.1,0,0
XP_006352698.1,0,0
xp_014031272.1,0,0
XP_017447817.1,0,0
xp_015629202.1,0,0
XP_018643758.1,0,0
xp_018957246,0,0
XP_018942189.1,0,0
xrcc1,10,39
xrcc22,0,0
XRCC1Homo sapiensReactionPathwaytrue,0,0
XRCC2Homo sapiensReactionPathwaytrue,0,0
XRCC4Homo sapiensReactionPathwaytrue,0,0
xrcc5,10,37
XRCC6Homo sapiensReactionPathwaytrue,0,0
xrcc6,11,39
XRCC6P1,0,0
XRCC6P2,0,0
XRCC6P3,0,0
XRNA,0,0
XRCC6P4,0,0
xrp-1,0,0
xth,0,0
xrxb,0,0
XTH8,0,0
XTH8 XRT5,0,0
xvibos,0,0
XXbac-B135H6.15,0,0
XXbac-B135H6.18,0,0
XXbac-B33L19.3,0,0
XXbac-B33L19.4,0,0
XXbac-B33L19.6,0,0
XXbac-B444P24.10,0,0
XXbac-B444P24.14,0,0
XXbac-B444P24.8,0,0
XXbac-B476C20.13,0,0
XXbac-B476C20.11,0,0
XXbac-B476C20.14,0,0
XXbac-B476C20.9,0,0
XXbac-B476C20.17,0,0
XXbac-BCX196D17.5,0,0
XXbac-BPG13B8.10,0,0
XXbac-BPG154L12.4,0,0
XXbac-BPG157A10.21,0,0
XXbac-BPG16N22.5,0,0
XXbac-BPG170G13.31,0,0
XXbac-BPG170G13.32,0,0
XXbac-BPG181B23.4,0,0
XXbac-BPG181B23.6,0,0
XXbac-BPG181B23.7,0,0
XXbac-BPG248L24.10,0,0
XXbac-BPG248L24.12,0,0
XXbac-BPG248L24.13,0,0
XXbac-BPG249D20.9,0,0
XXbac-BPG252P9.10,0,0
XXbac-BPG252P9.9,0,0
XXbac-BPG254F23.6,0,0
XXbac-BPG254F23.7,0,0
XXbac-BPG27H4.8,0,0
XXbac-BPG299F13.14,0,0
XXbac-BPG299F13.15,0,0
XXbac-BPG299F13.17,0,0
XXbac-BPG299F13.16,0,0
XXbac-BPG308J9.3,0,0
XXbac-BPG308K3.5,0,0
XXbac-BPG308K3.6,0,0
XXcos-LUCA11.4,0,0
XXbac-BPGBPG34I8.1,0,0
Xxx,0,0
XXyac-YM21GA2.1,0,0
XXyac-YM21GA2.3,0,0
XXyac-YM21GA2.6,0,0
XXyac-YM21GA2.4,0,0
XXyac-YM21GA2.7,0,0
XXyac-YR12DB5.1,0,0
XXyac-YR29IB3.1,0,0
XXyac-YX155B6.2,0,0
XXyac-YRM2039.2,0,0
XXyac-YX155B6.5,0,0
XXyac-YX155B6.7,0,0
XXyac-YX155B6.6,0,0
XXyac-YX60D10.1,0,0
XXyac-YX65C7_A.3,0,0
XXyac-YX65C7_A.2,0,0
XXyac-YX65C7_A.4,0,0
xylase,0,0
xylA,0,0
xylem,0,0
xyloglucan,0,0
Xylolose,0,0
xylonolactone,4,0
xylonate,0,0
Xyn,0,0
Y11328,0,0
y47d3a,0,0
yague_pretumor_drug_resistance_dn,0,0
yac,0,0
YAL,0,0
YAL03,0,0
YAL0,0,0
yap/ppar,0,0
yap/taz,0,0
YAP1 and smg1,16,0
YAP1 AND WTR1 TAZ STIMULATED GENE EXPRESSION,0,1
YAP1 AND WTR1 TAZ STIMULATED GENE,0,1
YAP1:TEAD4,0,0
yaptaz,0,0
YAP1P1,0,0
ybo,0,0
ybox,0,0
YBR241C,0,0
YBX1P1,0,0
YBX1P10,0,0
YBX1P3,0,0
YBX1P2,0,0
YBX1P4,0,0
YBX1P6,0,0
YBX1P5,0,0
YBX1P7,0,0
YcaC,0,0
YBX1P9,0,0
ychf,0,0
ydgj,0,0
YCT4,0,0
ydjE,0,0
YDR213W,0,0
yeas,0,0
YEL055C,0,0
YGL062W,0,0
yhjd,0,0
YGL104C,0,0
YIF1B,0,16
YIR035C,0,0
yiztxlmehsqaiu,0,0
yjis,0,0
YJEFN3,0,3
yjl141c,0,0
YJR095W,0,0
"YJR095W,",0,0
YJR150C,0,0
"YJR095W,YHR183W",0,0
ykl148c,0,0
YLR206W,0,0
ykl161c,0,0
YLR227C,0,0
ym2,0,0
ym1,0,0
YME1L1P1,0,0
ynf,0,0
ynim,0,0
ynk1,0,0
YNL213C,0,0
YOSHIMURA_MAPK8_TARGETS_UP,0,0
YPL150W,0,0
ypr006c,0,0
Ypt51,0,0
yR211F11.2,0,0
YRDCP2,0,0
YRDCP3,0,0
yso,0,0
ytdc2,0,0
YTHDF3,0,24
ythg,0,0
YWHAB and PEBP1,18,1
ywhai,0,0
ywhae1,0,0
YWHAZP2,0,0
YWHAZP4,0,0
YWHAZP3,0,0
YWHAZP5,0,0
YWHAZP6,0,0
YWHAZP7,0,0
YWHAZP8,0,0
ywrD,0,0
YY1P1,0,0
YY1P2,0,0
YYYYYYYYYYYYYYYYYYYY,0,0
Z18824,0,0
z4337169,0,0
Z4YN77,0,0
Z69890.1,0,0
Z73964.1,0,0
Z73979.1,0,0
Z82214.2,0,0
Z83001.1,0,0
Z82214.3,0,0
Z83844.1,0,0
Z83851.3,0,0
z84478,0,24
Z84721.4,0,0
Z85986.1,0,0
Z93241.1,0,0
Z95114.3,0,0
Z95114.5,0,0
Z95114.4,0,0
Z95114.7,0,0
Z95400.1,0,0
Z95704.1,0,0
Z95704.4,0,0
Z95704.3,0,0
Z95704.5,0,0
Z97053.1,0,0
z97200,0,24
Z97352.1,0,0
Z97351.1,0,0
Z97632.1,0,0
Z98044.1,0,0
Z97634.3,0,0
Z98049.1,0,0
Z98941.1,0,0
Z98881.1,0,0
Z98949.1,0,0
ZACRP6,0,0
Z99756.1,0,0
ZAR1L,0,0
zasp,0,0
ZBBX,0,24
ZBTB12P1,0,0
ZBED1P1,0,0
zbtb14,0,26
zbtb4,0,25
ZBTB20-AS4,0,0
ZBTB40-IT1,0,0
zbtb7a1,0,0
ZBTB8OSP1,0,0
zc123,0,0
ZBTB8OSP2,0,0
ZC3H11B,0,0
ZC3H13#,0,0
ZC3HDC3,0,0
zca,0,0
ZCWPW2,0,3
ZDHHC20P1,0,0
ZDHHC14,0,17
ZDHHC20P2,0,0
zea mayp,0,0
ZDHHC4P1,0,0
zeatin,1,0
zebrafinch,0,0
zeaxanthin,0,0
zebularine,0,0
zelodronic,0,0
zep-2,0,0
ZFAN3,0,0
ZFAND1,0,16
Zfp106,0,0
Zfp111,0,0
Zfp148,0,0
Zfp146,0,0
Zfp174,0,0
Zfp251,0,0
zfp219,0,0
Zfp26,0,0
Zfp280c,0,0
Zfp273,0,0
Zfp296,0,0
Zfp319,0,0
Zfp322a,0,0
Zfp335,0,0
Zfp329,0,0
Zfp341,0,0
Zfp346,0,0
zfp354c,0,0
Zfp358,0,0
Zfp362,0,0
Zfp366,0,0
Zfp369,0,0
Zfp385c,0,0
zfp36l1b,0,0
Zfp386,0,0
Zfp395,0,0
Zfp39,0,0
Zfp397,0,0
Zfp410,0,0
Zfp408,0,0
Zfp428,0,0
Zfp429,0,0
Zfp438,0,0
Zfp449,0,0
Zfp444,0,0
Zfp457,0,0
Zfp474,0,0
Zfp458,0,0
Zfp493,0,0
Zfp511,0,0
Zfp51,0,0
Zfp512b,0,0
Zfp518a,0,0
Zfp513,0,0
Zfp524,0,0
Zfp526,0,0
Zfp53,0,0
Zfp541,0,0
Zfp532,0,0
zfp551,0,0
Zfp560,0,0
Zfp553,0,0
Zfp563,0,0
Zfp575,0,0
Zfp574,0,0
Zfp579,0,0
Zfp59,0,0
Zfp580,0,0
Zfp593,0,0
Zfp595,0,0
Zfp60,0,0
Zfp607,0,0
zfp605,0,0
Zfp608,0,0
Zfp619,0,0
Zfp622,0,0
Zfp628,0,0
Zfp639,0,0
Zfp644,0,0
zfp641,0,0
Zfp646,0,0
ZFP64P1,0,0
Zfp65,0,0
Zfp653,0,0
Zfp651,0,0
Zfp677,0,0
Zfp708,0,0
Zfp687,0,0
Zfp709,0,0
zfp711,0,0
Zfp712,0,0
zfp717,0,0
Zfp735,0,0
Zfp759,0,0
Zfp764,0,0
Zfp773,0,0
Zfp768,0,0
Zfp784,0,0
Zfp788,0,0
Zfp787,0,0
Zfp799,0,0
Zfp800,0,0
Zfp810,0,0
Zfp827,0,0
Zfp846,0,0
Zfp853,0,0
Zfp874b,0,0
Zfp879,0,0
Zfp953,0,0
Zfp957,0,0
zfp956,0,0
Zfp958,0,0
ZFR2iLF2,0,0
Zfpm1,3,25
ZFRP1,0,0
ZFYVE9P1,0,0
Zfy2,0,0
ZFYVE9P2,0,0
zgc:77885,0,0
ZG16B,0,24
Zibotentan,0,0
ZIK1P1,0,0
zic2_human,0,0
ZIMP10,0,0
zinc00899824,0,0
zingerone,0,0
Zm00001d000011,0,0
zinc finger zz-type and ef-hand domain-containing protein 1,78,24
Zm00001d025222,0,0
Zm00001d026421,0,0
ZMIZZ,0,0
ZMP,0,0
ZMK1,0,0
ZMYM1,0,24
ZMYM2 and 1&gt;1,79,49
ZMYM2' and 'x'='x,88,49
ZMYM2' and 'x'='y,91,49
"ZMYM2' aND BeNChMaRK(2999999,Md5(NoW())) AnD '1",0,0
ZMYM2' AnD sLeep(3) ANd '1,89,0
ZMYM2' AnD sLeep(3) ANd '0'='0,74,49
ZMYM22121121121212.1,0,0
ZNF101P1,0,0
zn593_human,0,0
ZNF101P2,0,0
ZNF114P1,0,0
znf1040,0,0
ZNF123P,0,0
ZNF204P,0,0
znf217l,0,0
znf238,0,0
ZNF252,0,0
ZNF259P1,0,0
ZNF271P,0,2
ZNF285B,0,0
ZNF299P,0,0
ZNF29P,0,0
ZNF3,1,21
ZNF322P1,0,0
ZNF33AP1,0,0
ZNF402P,0,0
ZNF362,0,24
ZNF404,1,1
ZNF444P1,0,0
ZNF491,0,19
znf502,0,8
ZNF501,0,5
ZNF525,0,0
znf545,0,0
ZNF534,0,3
ZNF587P1,0,0
ZNF652P1,0,0
ZNF608,0,24
ZNF6PPL,0,0
ZNF705B,0,1
znf7,2,12
ZNF705C,0,0
ZNF720P1,0,0
ZNF71,1,24
ZNF723,0,0
ZNF72P,0,0
ZNF734P,0,0
ZNF736P11Y,0,0
ZNF736P10Y,0,0
ZNF736P1Y,0,0
ZNF736P5Y,0,0
ZNF736P2Y,0,0
ZNF736P6Y,0,0
ZNF736P8Y,0,0
ZNF736P7Y,0,0
ZNF736P9Y,0,0
ZNF753,0,0
ZNF766,0,5
ZNF780A,0,17
ZNF780B,0,1
ZNF802,0,0
ZNF800,0,21
ZNF806,0,0
ZNF807,0,0
ZNF808,0,2
ZNF812,0,0
ZNF814,0,1
ZNF818P,0,0
ZNF816,0,13
ZNF823,0,3
ZNF847P,0,0
ZNF839P1,0,0
ZNF849P,0,0
ZNF853,0,1
ZNF852,0,4
ZNF859P,0,0
ZNF862,0,4
ZNF865,0,17
ZNF879,0,0
ZNF878,0,2
ZNF885P,0,0
ZNF886P,0,0
ZNF888,0,3
ZNF90P2,0,0
ZNF90P1,0,0
ZNF90P3,0,0
ZNF92P1Y,0,0
ZNF923,0,0
ZNF962P,0,0
ZNF969P,0,0
ZNF965P,0,0
znf992,0,0
ZNHIT1P1,0,0
znhit,0,0
ZNHIT6,0,24
zno,0,0
znrd1asp,0,0
ZNRF2P1,0,0
ZNRF2P2,0,0
znu,0,0
ZNRF2P3,0,0
znuC,0,0
zonuline,0,0
znym2,0,0
zootermopsis nevadensis,0,0
zpr1,1,24
zranb1,1,25
ZSCAN12P1,0,0
zrsr1,0,0
Zscan4a,0,0
Zscan4b,0,0
Zscan4c,0,0
ZSCAN5A,0,24
ZSCAN5C,0,0
ZSCAN5CP,0,0
ZSCAN5D,0,0
zxdbtmem135,0,0
ZSWIM1,0,5
zxy,0,0
zymomonas,0,0
ZYG11AP1,0,0
zytotokische t zellen,71,0
"[,-1])",92,0
zyx,4,27
[example_id],0,0
[extracellular over copied region]' are coordinates from (the Homo 'GalHyl-COL14A1(29-?) sapiens),0,0
"[PF00046, PF04617]",0,0
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,0,0
_Alanyl_glutamine,0,0
_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0,0
_IL_3_5_AND_GM_CSF_SIGNALING,0,0
|095817,0,0
|cklf1,0,0
|o95817,0,0
"\class a1 rhodopsin like receptors\""",76,0
"\purine degradation\""",93,0
"\Serum cholesterol\""",81,0
"\triglyceridetriacylglyceroldiacylglycerolceramidecercarnitineCholesteryl esterscholesterolLPCPhosphatidylcholinePESphingomyelinSphingolipidLPEPhosphatidylinositolPIPIP2IP3phosphatidylinositol bisphosphatePhosphatidylinositol trisphosphateFatty acidFatty acylFA\""",0,0
%geneSymbol%,0,0
'PCOLCE [extracellular region]',0,26
(c20orf111),0,0
'TNFSF10 [extracellular region]',0,54
(CCL7),0,0
(ERBB4 AND HIF1A),0,0
(DNAS1_HUMAN),0,0
(lh x1) and 1=1,83,0
(R-MMU-1650814,0,0
(p120-rasgap and FGF),83,0
(rt tn) and 1=1,85,0
",acrophage",0,0
(sm ch d1) and 1=1,94,0
/*][,0,0
16020,0,0
43039,0,0
45088,0,0
4049,14,28
43680,0,0
4650,4,25
1-DNJ,0,0
1-Butanol,3,0
1.1.1.107,0,0
1.1.1.120,0,0
1.1.1.12,0,0
1.1.1.130,0,0
1.1.1.132,0,0
1.1.1.137,0,0
1.1.1.173,0,0
1.1.1.156,0,0
1.1.1.174,0,0
1.1.1.187,0,0
1.1.1.198,0,0
1.1.1.202,0,0
1.1.1.207,0,0
1.1.1.216,0,0
1.1.1.208,0,0
1.1.1.218,1,0
1.1.1.241,0,0
1.1.1.245,0,0
1.1.1.250,0,0
1.1.1.251,0,0
1.1.1.258,0,0
1.1.1.257,0,0
1.1.1.259,0,0
